Symbol,Date,Open,High,Low,Close,Volume
EURGTQ,11-Jan-2018,8.627,8.627,8.582,8.582,0
EURHKD,11-Jan-2018,9.3532,9.4302,9.3332,9.4218,0
EURHNL,11-Jan-2018,27.908,27.908,27.761,27.761,0
EURHRK,11-Jan-2018,7.4467,7.4611,7.4461,7.4588,0
EURHTG,11-Jan-2018,77.56,77.56,77.08,77.08,0
EURHUF,11-Jan-2018,308.979,309.388,308.352,308.442,0
EURIDR,11-Jan-2018,15901.53,15908.5,15773.76,15773.76,0
EURILS,11-Jan-2018,4.095,4.1233,4.0861,4.1026,0
EURINR,11-Jan-2018,76.0041,76.7292,75.9688,76.601,0
EURIQD,11-Jan-2018,1401.12,1401.12,1393.7,1393.7,0
EURISK,11-Jan-2018,124.787,125.191,124.761,124.988,0
EURJMD,11-Jan-2018,147.317,147.377,146.587,146.587,0
EURJOD,11-Jan-2018,0.8399,0.8468,0.8394,0.8468,0
EURJPY,11-Jan-2018,133.219,134.334,133.196,134.024,0
EURKES,11-Jan-2018,121.26,122.19,121.06,122.08,0
EURKHR,11-Jan-2018,4744.3,4744.3,4707.3,4707.3,0
EURKRW,11-Jan-2018,1277.7,1282.4,1274.5,1281.5,0
EURKWD,11-Jan-2018,0.3592,0.3621,0.3592,0.3621,0
EURKYD,11-Jan-2018,0.9805,0.9805,0.9753,0.9753,0
EURKZT,11-Jan-2018,393.68,393.68,391.35,391.35,0
EURLAK,11-Jan-2018,9740.6,9740.6,9688.2,9688.2,0
EURLBP,11-Jan-2018,1780.1,1780.1,1770.6,1770.6,0
EURLKR,11-Jan-2018,181.15,181.15,180.13,180.13,0
EURLSL,11-Jan-2018,14.7409,14.7409,14.6275,14.6275,0
EURLYD,11-Jan-2018,1.5992,1.5992,1.5931,1.5931,0
EURMAD,11-Jan-2018,10.903,10.933,10.898,10.931,0
EURMDL,11-Jan-2018,20.242,20.242,20.106,20.106,0
EURMKD,11-Jan-2018,61.089,61.22,61.089,61.174,0
EURMMK,11-Jan-2018,1598.777,1598.777,1593.365,1593.365,0
EURMOP,11-Jan-2018,9.4735,9.4735,9.4231,9.4231,0
EURMRO,11-Jan-2018,415.26,415.26,415.26,415.26,0
EURMUR,11-Jan-2018,38.66,38.88,38.6,38.85,0
EURMVR,11-Jan-2018,18.183,18.3062,18.183,18.3062,0
EURMWK,11-Jan-2018,861.519,862.403,854.509,862.403,0
EURMXN,11-Jan-2018,23.049,23.385,23.004,23.144,0
EURMYR,11-Jan-2018,4.7277,4.8004,4.6825,4.6825,0
EURNAD,11-Jan-2018,14.7409,14.7409,14.6275,14.6275,0
EURNGN,11-Jan-2018,429.8,429.8,427.6,427.6,0
EURNIO,11-Jan-2018,36.51,36.51,36.32,36.32,0
EURNOK,11-Jan-2018,9.6481,9.6835,9.624,9.6425,0
EURNPR,11-Jan-2018,120.449,120.449,119.94,119.94,0
EURNZD,11-Jan-2018,1.6589,1.6668,1.652,1.6587,0
EUROMR,11-Jan-2018,0.4587,0.4624,0.4581,0.462,0
EURPAB,11-Jan-2018,1.1756,1.1756,1.1693,1.1693,0
EURPEN,11-Jan-2018,3.7842,3.8805,3.7671,3.7671,0
EURPGK,11-Jan-2018,3.8014,3.8014,3.7813,3.7813,0
EURPHP,11-Jan-2018,60.256,60.606,59.981,60.43,0
EURPKR,11-Jan-2018,131.02,132.578,130.675,130.675,0
EURPLN,11-Jan-2018,4.1735,4.1794,4.165,4.1661,0
EURPYG,11-Jan-2018,6625.3,6625.3,6589.4,6589.4,0
EURQAR,11-Jan-2018,4.2213,4.2213,4.198,4.198,0
EURRON,11-Jan-2018,4.6364,4.6409,4.6321,4.6341,0
EURRSD,11-Jan-2018,118.643,118.707,118.589,118.596,0
EURRUB,11-Jan-2018,68.218,68.4891,67.7602,68.066,0
EURRWF,11-Jan-2018,1016.55,1016.55,1011.27,1011.27,0
EURSAR,11-Jan-2018,4.4768,4.5176,4.4723,4.5088,0
EURSCR,11-Jan-2018,15.515,15.918,15.149,15.918,0
EURSDD,11-Jan-2018,837.17,837.17,832.8,832.8,0
EURSEK,11-Jan-2018,9.7968,9.8242,9.774,9.7813,0
EURSGD,11-Jan-2018,1.5944,1.6035,1.5913,1.6009,0
EURSOS,11-Jan-2018,654.5,654.5,650.9,650.9,0
EURSTD,11-Jan-2018,24500,24500,24500,24500,0
EURSVC,11-Jan-2018,10.27,10.27,10.21,10.21,0
EURSZL,11-Jan-2018,14.776,14.776,14.6637,14.6637,0
EURTHB,11-Jan-2018,38.394,38.564,38.181,38.526,0
EURTND,11-Jan-2018,2.9439,3.0026,2.9261,2.9779,0
EURTRY,11-Jan-2018,4.5437,4.575,4.5229,4.5454,0
EURTTD,11-Jan-2018,7.9299,7.9299,7.888,7.888,0
EURTWD,11-Jan-2018,34.484,34.484,34.363,34.363,0
EURTZS,11-Jan-2018,2645.29,2700.92,2626.55,2626.55,0
EURUAH,11-Jan-2018,33.7258,33.7258,33.7039,33.7039,0
EURUGX,11-Jan-2018,4355.1,4355.1,4320.4,4320.4,0
EURUSD,11-Jan-2018,1.1959,1.2059,1.193,1.2044,0
EURUYU,11-Jan-2018,33.826,33.826,33.66,33.66,0
EURUZS,11-Jan-2018,9735.28,9735.28,9684.66,9684.66,0
EURVEF,11-Jan-2018,12.0189,12.0189,12.0131,12.0161,0
EURVND,11-Jan-2018,26864,26864,26722,26722,0
EURXAF,11-Jan-2018,655.957,655.957,655.957,655.957,0
EURXOF,11-Jan-2018,655.957,655.957,655.957,655.957,0
EURXPF,11-Jan-2018,119.26,119.26,119.26,119.26,0
EURYER,11-Jan-2018,298.96,301.48,298.43,300.92,0
EURZAR,11-Jan-2018,14.8624,15.0076,14.826,14.8985,0
FJDGBP,11-Jan-2018,0.362,0.3631,0.3612,0.363,0
FJDUSD,11-Jan-2018,0.4893,0.4918,0.4875,0.4913,0
GBPAED,11-Jan-2018,4.9603,4.9717,4.952,4.9717,0
GBPALL,11-Jan-2018,148.04,148.04,147.26,147.26,0
GBPARS,11-Jan-2018,25.1765,25.3287,25.0803,25.3203,0
GBPAUD,11-Jan-2018,1.7222,1.723,1.7098,1.7172,0
GBPBDT,11-Jan-2018,110.42,110.42,109.7,109.7,0
GBPBGN,11-Jan-2018,2.2023,2.2056,2.1914,2.1918,0
GBPBHD,11-Jan-2018,0.5059,0.5067,0.5054,0.5067,0
GBPBIF,11-Jan-2018,2354.1,2354.1,2330.3,2330.3,0
GBPBMD,11-Jan-2018,1.351,1.355,1.3465,1.354,0
GBPBND,11-Jan-2018,1.7791,1.8024,1.7629,1.7629,0
GBPBRL,11-Jan-2018,4.3591,4.3737,4.3413,4.352,0
GBPBWP,11-Jan-2018,13.237,13.237,13.095,13.095,0
GBPCAD,11-Jan-2018,1.6949,1.7,1.692,1.6962,0
GBPCHF,11-Jan-2018,1.3209,1.3237,1.3173,1.3215,0
GBPCLP,11-Jan-2018,822.72,822.82,817.13,819.15,0
GBPCNH,11-Jan-2018,8.813,8.815,8.767,8.792,0
GBPCNY,11-Jan-2018,8.78,8.803,8.747,8.781,0
GBPCOP,11-Jan-2018,3892.3,3892.3,3820.1,3820.1,0
GBPCRC,11-Jan-2018,769.35,769.36,761.73,761.73,0
GBPCZK,11-Jan-2018,28.843,28.849,28.628,28.644,0
GBPDJF,11-Jan-2018,235.07,235.07,232.67,232.67,0
GBPDKK,11-Jan-2018,8.414,8.415,8.356,8.374,0
GBPDOP,11-Jan-2018,65.773,65.775,65.115,65.115,0
GBPDZD,11-Jan-2018,154.67,154.75,154.5,154.75,0
GBPEGP,11-Jan-2018,23.9074,23.9601,23.8376,23.9484,0
GBPETB,11-Jan-2018,36.913,36.913,36.54,36.54,0
GBPEUR,11-Jan-2018,1.1297,1.13,1.122,1.1242,0
